silo_name,gvar,treat,diff_times,gt,RI,start_time,end_time,diff_estimate,diff_var,diff_estimate_covariates,diff_var_covariates,covariates,date_format,freq
85,1997,1,1997;1996,1997;1997,0,1989,2000,-0.0133333333333333,0.00870929847494553,NA,NA,none,yyyy,1 year
85,1997,1,1998;1996,1997;1998,0,1989,2000,0.0512820512820513,0.0104261802834723,NA,NA,none,yyyy,1 year
85,1997,1,1999;1996,1997;1999,0,1989,2000,0.111111111111111,0.00984426692487694,NA,NA,none,yyyy,1 year
85,1997,1,2000;1996,1997;2000,0,1989,2000,0.0340136054421768,0.00910022021673679,NA,NA,none,yyyy,1 year
85,1991,-1,1991;1990,1991;1991,1,1989,2000,0.00757575757575771,0.00922181912482646,NA,NA,none,yyyy,1 year
85,1991,-1,1992;1990,1991;1992,1,1989,2000,-0.019047619047619,0.0102726607397809,NA,NA,none,yyyy,1 year
85,1991,-1,1993;1990,1991;1993,1,1989,2000,0.130081300813008,0.0101801412400182,NA,NA,none,yyyy,1 year
85,1991,-1,1994;1990,1991;1994,1,1989,2000,0.119496855345912,0.00879022650537241,NA,NA,none,yyyy,1 year
85,1991,-1,1995;1990,1991;1995,1,1989,2000,-0.0933333333333333,0.00776322633744857,NA,NA,none,yyyy,1 year
85,1991,-1,1996;1990,1991;1996,1,1989,2000,-1.04083408558608e-16,0.0084725248123941,NA,NA,none,yyyy,1 year
85,1991,-1,1997;1990,1991;1997,1,1989,2000,-0.0133333333333333,0.00846722633744856,NA,NA,none,yyyy,1 year
85,1991,-1,1998;1990,1991;1998,1,1989,2000,0.0512820512820512,0.0101841081459753,NA,NA,none,yyyy,1 year
85,1991,-1,1999;1990,1991;1999,1,1989,2000,0.111111111111111,0.00960219478737998,NA,NA,none,yyyy,1 year
85,1991,-1,2000;1990,1991;2000,1,1989,2000,0.0340136054421769,0.00885814807923981,NA,NA,none,yyyy,1 year
85,1993,-1,1993;1992,1993;1993,1,1989,2000,0.149128919860627,0.012222349304902,NA,NA,none,yyyy,1 year
85,1993,-1,1994;1992,1993;1994,1,1989,2000,0.138544474393531,0.0108324345702562,NA,NA,none,yyyy,1 year
85,1993,-1,1995;1992,1993;1995,1,1989,2000,-0.0742857142857143,0.00980543440233238,NA,NA,none,yyyy,1 year
85,1993,-1,1996;1992,1993;1996,1,1989,2000,0.0190476190476191,0.0105147328772779,NA,NA,none,yyyy,1 year
85,1993,-1,1997;1992,1993;1997,1,1989,2000,0.00571428571428575,0.0105094344023324,NA,NA,none,yyyy,1 year
85,1993,-1,1998;1992,1993;1998,1,1989,2000,0.0703296703296703,0.0122263162108591,NA,NA,none,yyyy,1 year
85,1993,-1,1999;1992,1993;1999,1,1989,2000,0.13015873015873,0.0116444028522638,NA,NA,none,yyyy,1 year
85,1993,-1,2000;1992,1993;2000,1,1989,2000,0.0530612244897961,0.0109003561441236,NA,NA,none,yyyy,1 year
85,1996,-1,1996;1995,1996;1996,1,1989,2000,0.0933333333333333,0.00800529847494554,NA,NA,none,yyyy,1 year
85,1996,-1,1997;1995,1996;1997,1,1989,2000,0.08,0.008,NA,NA,none,yyyy,1 year
85,1996,-1,1998;1995,1996;1998,1,1989,2000,0.144615384615385,0.00971688180852678,NA,NA,none,yyyy,1 year
85,1996,-1,1999;1995,1996;1999,1,1989,2000,0.204444444444445,0.00913496844993142,NA,NA,none,yyyy,1 year
85,1996,-1,2000;1995,1996;2000,1,1989,2000,0.12734693877551,0.00839092174179125,NA,NA,none,yyyy,1 year
85,1998,-1,1998;1997,1998;1998,1,1989,2000,0.0646153846153847,0.0104208818085268,NA,NA,none,yyyy,1 year
85,1998,-1,1999;1997,1998;1999,1,1989,2000,0.124444444444445,0.00983896844993142,NA,NA,none,yyyy,1 year
85,1998,-1,2000;1997,1998;2000,1,1989,2000,0.0473469387755101,0.00909492174179125,NA,NA,none,yyyy,1 year
