silo_name,gvar,treat,diff_times,gt,RI,start_time,end_time,diff_estimate,diff_var,diff_estimate_covariates,diff_var_covariates,covariates,date_format,freq
58,1993,1,1993;1992,1993;1993,0,1989,2000,0.0237547892720307,0.00915111374109434,NA,NA,none,yyyy,1 year
58,1993,1,1994;1992,1993;1994,0,1989,2000,0.0587301587301588,0.00855837902474335,NA,NA,none,yyyy,1 year
58,1993,1,1995;1992,1993;1995,0,1989,2000,0.00158730158730142,0.00919176094894159,NA,NA,none,yyyy,1 year
58,1993,1,1996;1992,1993;1996,0,1989,2000,0.0444444444444444,0.00945554308517272,NA,NA,none,yyyy,1 year
58,1993,1,1997;1992,1993;1997,0,1989,2000,0.0194444444444445,0.00997471922153635,NA,NA,none,yyyy,1 year
58,1993,1,1998;1992,1993;1998,0,1989,2000,0.0867521367521367,0.00983559129140435,NA,NA,none,yyyy,1 year
58,1993,1,1999;1992,1993;1999,0,1989,2000,0.0373015873015871,0.00935119972445181,NA,NA,none,yyyy,1 year
58,1993,1,2000;1992,1993;2000,0,1989,2000,-0.0725366876310272,0.00892057065216365,NA,NA,none,yyyy,1 year
58,1991,-1,1991;1990,1991;1991,1,1989,2000,-0.0443458980044345,0.00978929795501553,NA,NA,none,yyyy,1 year
58,1991,-1,1992;1990,1991;1992,1,1989,2000,0.0384823848238481,0.0103733158711424,NA,NA,none,yyyy,1 year
58,1991,-1,1993;1990,1991;1993,1,1989,2000,0.0622371740958789,0.00934061616916406,NA,NA,none,yyyy,1 year
58,1991,-1,1994;1990,1991;1994,1,1989,2000,0.0972125435540071,0.00874788145281307,NA,NA,none,yyyy,1 year
58,1991,-1,1995;1990,1991;1995,1,1989,2000,0.04006968641115,0.00938126337701131,NA,NA,none,yyyy,1 year
58,1991,-1,1996;1990,1991;1996,1,1989,2000,0.0829268292682926,0.00964504551324244,NA,NA,none,yyyy,1 year
58,1991,-1,1997;1990,1991;1997,1,1989,2000,0.0579268292682927,0.0101642216496061,NA,NA,none,yyyy,1 year
58,1991,-1,1998;1990,1991;1998,1,1989,2000,0.125234521575985,0.0100250937194741,NA,NA,none,yyyy,1 year
58,1991,-1,1999;1990,1991;1999,1,1989,2000,0.0757839721254357,0.00954070215252151,NA,NA,none,yyyy,1 year
58,1991,-1,2000;1990,1991;2000,1,1989,2000,-0.034054302807179,0.00911007308023336,NA,NA,none,yyyy,1 year
58,1996,-1,1996;1995,1996;1996,1,1989,2000,0.0428571428571429,0.00846349059104162,NA,NA,none,yyyy,1 year
58,1996,-1,1997;1995,1996;1997,1,1989,2000,0.0178571428571429,0.00898266672740525,NA,NA,none,yyyy,1 year
58,1996,-1,1998;1995,1996;1998,1,1989,2000,0.0851648351648351,0.00884353879727324,NA,NA,none,yyyy,1 year
58,1996,-1,1999;1995,1996;1999,1,1989,2000,0.0357142857142857,0.0083591472303207,NA,NA,none,yyyy,1 year
58,1996,-1,2000;1995,1996;2000,1,1989,2000,-0.0741239892183289,0.00792851815803254,NA,NA,none,yyyy,1 year
58,1997,-1,1997;1996,1997;1997,1,1989,2000,-0.0249999999999999,0.00924644886363635,NA,NA,none,yyyy,1 year
58,1997,-1,1998;1996,1997;1998,1,1989,2000,0.0423076923076924,0.00910732093350436,NA,NA,none,yyyy,1 year
58,1997,-1,1999;1996,1997;1999,1,1989,2000,-0.00714285714285716,0.0086229293665518,NA,NA,none,yyyy,1 year
58,1997,-1,2000;1996,1997;2000,1,1989,2000,-0.116981132075472,0.00819230029426366,NA,NA,none,yyyy,1 year
58,1998,-1,1998;1997,1998;1998,1,1989,2000,0.0673076923076923,0.009626497069868,NA,NA,none,yyyy,1 year
58,1998,-1,1999;1997,1998;1999,1,1989,2000,0.0178571428571426,0.00914210550291546,NA,NA,none,yyyy,1 year
58,1998,-1,2000;1997,1998;2000,1,1989,2000,-0.0919811320754719,0.0087114764306273,NA,NA,none,yyyy,1 year
