silo_name,gvar,treat,diff_times,gt,RI,start_time,end_time,diff_estimate,diff_var,diff_estimate_covariates,diff_var_covariates,covariates,date_format,freq
23,1991,0,1991;1990,1991;1991,0,1989,2000,0.0499559859154928,0.00302526958836515,NA,NA,none,yyyy,1 year
23,1991,0,1992;1990,1991;1992,0,1989,2000,0.0407100340136054,0.00296145147054317,NA,NA,none,yyyy,1 year
23,1991,0,1993;1990,1991;1993,0,1989,2000,-0.0256485849056605,0.00277489194464702,NA,NA,none,yyyy,1 year
23,1991,0,1994;1990,1991;1994,0,1989,2000,0.0364583333333334,0.00299434897340374,NA,NA,none,yyyy,1 year
23,1991,0,1995;1990,1991;1995,0,1989,2000,-0.00581660583941602,0.00304367964061444,NA,NA,none,yyyy,1 year
23,1991,0,1996;1990,1991;1996,0,1989,2000,0.22328629032258,0.00311648934906508,NA,NA,none,yyyy,1 year
23,1991,0,1997;1990,1991;1997,0,1989,2000,0.0281250000000001,0.00333279418945313,NA,NA,none,yyyy,1 year
23,1991,0,1998;1990,1991;1998,0,1989,2000,0.0989583333333333,0.00300339121877411,NA,NA,none,yyyy,1 year
23,1991,0,1999;1990,1991;1999,0,1989,2000,0.100513059701492,0.00313222534454867,NA,NA,none,yyyy,1 year
23,1991,0,2000;1990,1991;2000,0,1989,2000,0.060883620689655,0.00342290397255206,NA,NA,none,yyyy,1 year
23,1993,0,1993;1992,1993;1993,0,1989,2000,-0.0663586189192661,0.00319575503628394,NA,NA,none,yyyy,1 year
23,1993,0,1994;1992,1993;1994,0,1989,2000,-0.0042517006802721,0.00341521206504066,NA,NA,none,yyyy,1 year
23,1993,0,1995;1992,1993;1995,0,1989,2000,-0.0465266398530217,0.00346454273225137,NA,NA,none,yyyy,1 year
23,1993,0,1996;1992,1993;1996,0,1989,2000,0.182576256308975,0.00353735244070201,NA,NA,none,yyyy,1 year
23,1993,0,1997;1992,1993;1997,0,1989,2000,-0.0125850340136056,0.00375365728109005,NA,NA,none,yyyy,1 year
23,1993,0,1998;1992,1993;1998,0,1989,2000,0.0582482993197278,0.00342425431041103,NA,NA,none,yyyy,1 year
23,1993,0,1999;1992,1993;1999,0,1989,2000,0.0598030256878871,0.0035530884361856,NA,NA,none,yyyy,1 year
23,1993,0,2000;1992,1993;2000,0,1989,2000,0.0201735866760498,0.00384376706418898,NA,NA,none,yyyy,1 year
23,1996,0,1996;1995,1996;1996,0,1989,2000,0.229102896161997,0.00361958061077327,NA,NA,none,yyyy,1 year
23,1996,0,1997;1995,1996;1997,0,1989,2000,0.0339416058394161,0.00383588545116132,NA,NA,none,yyyy,1 year
23,1996,0,1998;1995,1996;1998,0,1989,2000,0.104774939172749,0.0035064824804823,NA,NA,none,yyyy,1 year
23,1996,0,1999;1995,1996;1999,0,1989,2000,0.106329665540908,0.00363531660625685,NA,NA,none,yyyy,1 year
23,1996,0,2000;1995,1996;2000,0,1989,2000,0.0667002265290713,0.00392599523426025,NA,NA,none,yyyy,1 year
23,1997,0,1997;1996,1997;1997,0,1989,2000,-0.195161290322581,0.00390869515961197,NA,NA,none,yyyy,1 year
23,1997,0,1998;1996,1997;1998,0,1989,2000,-0.124327956989247,0.00357929218893294,NA,NA,none,yyyy,1 year
23,1997,0,1999;1996,1997;1999,0,1989,2000,-0.122773230621088,0.00370812631470751,NA,NA,none,yyyy,1 year
23,1997,0,2000;1996,1997;2000,0,1989,2000,-0.162402669632925,0.0039988049427109,NA,NA,none,yyyy,1 year
23,1998,0,1998;1997,1998;1998,0,1989,2000,0.0708333333333335,0.00379559702932098,NA,NA,none,yyyy,1 year
23,1998,0,1999;1997,1998;1999,0,1989,2000,0.0723880597014924,0.00392443115509554,NA,NA,none,yyyy,1 year
23,1998,0,2000;1997,1998;2000,0,1989,2000,0.0327586206896554,0.00421510978309894,NA,NA,none,yyyy,1 year
